,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
v,1351,Ondina,Responso do Justo juizo de Nazaré,https://vimeo.com/148869669,1280 x 720,Voz,"Voz, crença, responso",Religião,Religião,Chaves,Vila Real,Trás-os-Montes e Alto Douro,18 de Novembro de 2015,2015,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",Marcelo Almeida,Câmara Municipal de Chaves,,Marcelo Almeida,,,,
v,1352,Leonor Joaquim,Tinglindim,https://vimeo.com/148913543,1280 x 720,Voz,"lenga-lenga, trava-linguas",Histórias de Vida,História,Albufeira,Faro,Algarve,5 de Novembro de 2015,2015,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",,CM Loulé,,,,,,
v,1353,Maria Teresa Cangueiro,Cantigas da Segada,https://vimeo.com/148985854,1280 x 720,Voz,,Não categorizado,Música narrativa,Miranda do Douro,Bragança,Trás-os-Montes e Alto Douro,18 de Março de 2015,2015,Tiago Pereira,Telma Morna,Sofia Matias,CM Miranda do Douro,,,,,,
v,1354,Maria Madalena Antunes e Sofia Vidal,O Balão,https://vimeo.com/150238034,1280 x 720,Viola da terra,,Não categorizado,Música instrumental,Ponta Delgada,São Miguel,Açores,12 de Abril de 2015,2015,Tiago Pereira,Telma Morna,Rafael Carvalho,Direcção Regional da Cultura dos Açores,,Rafael Carvalho,,,,
v,1355,Inocêncio Casquinha & José Gavino,Sem título #61,https://vimeo.com/150335329,1280 x 720,"Bateria, acordeão",,Não categorizado,Música instrumental,Vila Franca de Xira,Lisboa,Estremadura,5 de Março de 2014,2014,Tiago Pereira,Telma Morna,,,,,,,,
v,1356,Cavaquinhos do Mira,Ribeira vai cheia,https://vimeo.com/238416427,1280 x 720,"Cavaquinho, viola viola campaniça, viola acústica",,Não categorizado,Música instrumental,Odemira,Beja,Baixo Alentejo,8 de Dezembro de 2015,2015,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",Marco Vieira,CM de Odemira,,Marco Vieira,"Começamos o primeiro fim de semana do ano assim, um dia o baixista dos Polo Norte decidiu ir viver para o Alentejo, queria que os filhos crescessem ao ar livre, pouco tinha que fazer como músico pop/rock, decidiu então abrir uma escola de música tradicional em Odemira. Estes são alguns dos seus alunos, com quem constituiu um grupo, Os Cavaquinhos do Mira.",,,
v,1356,Cavaquinhos do Mira,"Oh Rama, ó que linda Rama",https://vimeo.com/150515514,1280 x 720,"Cavaquinho, viola viola campaniça, viola acústica",,Não categorizado,Música instrumental,Odemira,Beja,Baixo Alentejo,8 de Dezembro de 2015,2015,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",Marco Vieira,CM de Odemira,,Marco Vieira,"Começamos o primeiro fim de semana do ano assim, um dia o baixista dos Polo Norte decidiu ir viver para o Alentejo, queria que os filhos crescessem ao ar livre, pouco tinha que fazer como músico pop/rock, decidiu então abrir uma escola de música tradicional em Odemira. Estes são alguns dos seus alunos, com quem constituiu um grupo, Os Cavaquinhos do Mira.",,,
v,1357,Ivo Manuel Pires,Modas II,https://vimeo.com/238755267,1280 x 720,Concertina,,Não categorizado,Música instrumental,Chaves,Vila Real,Trás-os-Montes e Alto Douro,16 de Novembro de 2015,2015,Tiago Pereira e Cláudia Faro,"Tiago Pereira, Claudia Faro Santos",Marcelo Almeida,Câmara Municipal de Chaves,,Ricardo Santos,"“Não há palestra, debate ou conferência que eu vá, que não perguntem como chego às pessoas que gravo. Obviamente as histórias seriam muitas, acho que têm sempre a ver com afectos, tristemente sofro mais críticas que afectos, mas depois tenho este lado que compensa. O Ricardo Santos fez trabalho de campo em Segirei, pelo Natal, tinha acabado o curso e foi para a aldeia, segundo ele, escolheu o ponto mais recôndito do mapa. Claro que como em boa terra Transmontana receberam-no muito bem, dando-lhe calor, pão e vinho, ele lá fez bons amigos e ouviu muita música. Sabendo que ia a Chaves gravar, lá o Ricardo me disse, tens de ir a Segirei. E aqui está a bela da Xaranga da terra.” TP - 4 Dez 2015",,,
v,1357,Ivo Manuel Pires,Modas,https://vimeo.com/150516865,1280 x 720,Concertina,,Não categorizado,Música instrumental,Chaves,Vila Real,Trás-os-Montes e Alto Douro,16 de Novembro de 2015,2015,Tiago Pereira e Cláudia Faro,"Tiago Pereira, Claudia Faro Santos",Marcelo Almeida,Câmara Municipal de Chaves,,Ricardo Santos,"“Não há palestra, debate ou conferência que eu vá, que não perguntem como chego às pessoas que gravo. Obviamente as histórias seriam muitas, acho que têm sempre a ver com afectos, tristemente sofro mais críticas que afectos, mas depois tenho este lado que compensa. O Ricardo Santos fez trabalho de campo em Segirei, pelo Natal, tinha acabado o curso e foi para a aldeia, segundo ele, escolheu o ponto mais recôndito do mapa. Claro que como em boa terra Transmontana receberam-no muito bem, dando-lhe calor, pão e vinho, ele lá fez bons amigos e ouviu muita música. Sabendo que ia a Chaves gravar, lá o Ricardo me disse, tens de ir a Segirei. E aqui está a bela da Xaranga da terra.” TP - 4 Dez 2015",,,
v,1358,DPAGDP | Grupo Etnográfico da Serra do Caldeirão,Olé chegou bateu,https://vimeo.com/1017663997,1280 x 720,"Voz, acordeão, ferrinhos, reco-reco","dança, tradicional",Dança,Dança,Loulé,Faro,Algarve,31 de Outubro de 2015,2015,Tiago Pereira e Cláudia Faro,"Tiago Pereira, Claudia Faro Santos",Márcio Rodrigues,CM Loulé,,Márcio Rodrigues,,,,"O Grupo Etnográfico da Serra do Caldeirão - Cortelha, foi fundado a 26 de Julho de 2003, na aldeia da Cortelha, em pleno Concelho de Loulé.
O objectivo principal da constituição deste grupo foi a divulgação e o estudo da cultura e etnografia da Serra do Caldeirão, neste momento o grupo é composto por cerca de 60 elementos e representa as danças e cantares do interior algarvio."
v,1358,DPAGDP | Grupo Etnográfico da Serra do Caldeirão,Oh Laurinda,https://vimeo.com/1017664381,1280 x 720,"Voz, acordeão, ferrinhos, reco-reco","dança, tradicional",Dança,Dança,Loulé,Faro,Algarve,31 de Outubro de 2015,2015,Tiago Pereira e Cláudia Faro,"Tiago Pereira, Claudia Faro Santos",Márcio Rodrigues,CM Loulé,,Márcio Rodrigues,,,,"O Grupo Etnográfico da Serra do Caldeirão - Cortelha, foi fundado a 26 de Julho de 2003, na aldeia da Cortelha, em pleno Concelho de Loulé.
O objectivo principal da constituição deste grupo foi a divulgação e o estudo da cultura e etnografia da Serra do Caldeirão, neste momento o grupo é composto por cerca de 60 elementos e representa as danças e cantares do interior algarvio."
v,1358,Grupo Etnográfico da Serra do Caldeirão,Se tu fores à Cortelha,https://vimeo.com/702133552,3840 x 2160,"Voz, acordeão, ferrinhos, reco-reco","dança, tradicional",Dança,Dança,Loulé,Faro,Algarve,3 de abril de 2022,2022,Tiago Pereira,Tiago Pereira,"Florêncio Cacete, Francisco André",Junta de Freguesia de Salir,,,,,,"O Grupo Etnográfico da Serra do Caldeirão - Cortelha, foi fundado a 26 de Julho de 2003, na aldeia da Cortelha, em pleno Concelho de Loulé.
O objectivo principal da constituição deste grupo foi a divulgação e o estudo da cultura e etnografia da Serra do Caldeirão, neste momento o grupo é composto por cerca de 60 elementos e representa as danças e cantares do interior algarvio."
v,1358,Grupo Etnográfico da Serra do Caldeirão,Corridinho,https://vimeo.com/150522277,3840 x 2160,"Voz, acordeão, ferrinhos, reco-reco","dança, tradicional",Dança,Dança,Loulé,Faro,Algarve,31 de Outubro de 2015,2015,Tiago Pereira e Cláudia Faro,"Tiago Pereira, Claudia Faro Santos",Márcio Rodrigues,CM Loulé,,Márcio Rodrigues,"Gravamos os Ranchos no terreiro, porque entendemos que é no terreiro que eles devem dançar, sobre os trajes, dantes pedíamos para dançarem sem traje, mais tarde viemos a perceber que não tínhamos esse direito, até porque comprovámos que sem trajes eles não se sentiam bem a dançar, não estavam habituados. Claro que com algumas excepções.",,,"O Grupo Etnográfico da Serra do Caldeirão - Cortelha, foi fundado a 26 de Julho de 2003, na aldeia da Cortelha, em pleno Concelho de Loulé.
O objectivo principal da constituição deste grupo foi a divulgação e o estudo da cultura e etnografia da Serra do Caldeirão, neste momento o grupo é composto por cerca de 60 elementos e representa as danças e cantares do interior algarvio."
v,1359,Simão Henriques,"Nirvana, White Stripes e músicas Alentejanas",https://vimeo.com/150539748,1920 x 1080,"Viola viola campaniça, voz",,Não categorizado,Música narrativa,Odemira,Beja,Baixo Alentejo,12 de Dezembro de 2015,2015,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",Marco Vieira,CM de Odemira,,Marco Vieira,,,,
v,1360,"Cantadeiras e Tocadores de Cetos
Tocadores: Abílio Pinto, Armandino Oliveira, Inocêncio Costa, Alcides Pinto, Cantadeiras: Isabel Pinto, Gabriela Carneiro e Virgína Costa",Está chegando a hora,https://vimeo.com/150581770,1280 x 720,"Violino, banjo, viola acústica","cantadeiras, tocadores, popular, valsa",Não categorizado,Música narrativa,Castro Daire,Viseu,Beira Alta,14 de Setembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,,,Sofia Matias,,,,
v,1361,Silvestre Alegria,Música em tempo real,https://vimeo.com/150582880,1280 x 720,"Cassetes, máquina de barbear, gancho de cabelo, geradores e captadores de som, microfone de contacto",,Não categorizado,Música instrumental,Lisboa,Lisboa,Estremadura,2 de Julho de 2014,2014,Tiago Pereira,Telma Morna,Ana Paula Silvestre,,,AP Silvestre,,,,"Daniela Silvestre, é artista sonora, tem formação em antropologia e artes visuais e é cozinheira autodidata. Trabalha no bairro como cozinheira n' A Casa Independente.
Gonçalo Alegria dedica-se ao teatro, programação de video, escrita, rádio...
Desde dezembro de 2013 que tocam juntos e são os Silvestre Alegria"
v,1362,Agostinha Pestana e Silvestre,Bailinho,https://vimeo.com/294556307,1920 x 1080,"Ferrinhos, acordeão",,Não categorizado,Música instrumental,Câmara de Lobos,Madeira,Madeira,3 de Março de 2015,2015,Tiago Pereira,Telma Morna,Rui Camacho,"Secretaria Regional da Economia, Turismo e Cultura da Madeira",,Rui Camacho,,,,
v,1362,Agostinha Pestana e Silvestre,Sete dias da semana,https://vimeo.com/150652133,1920 x 1080,"Ferrinhos, acordeão",,Não categorizado,Música instrumental,Câmara de Lobos,Madeira,Madeira,3 de Março de 2015,2015,Tiago Pereira,Telma Morna,Rui Camacho,"Secretaria Regional da Economia, Turismo e Cultura da Madeira",,Rui Camacho,,,,
v,1363,Danilo Fernandes,Bailinho,https://vimeo.com/150686518,1280 x 720,Braguinha,,Não categorizado,Música instrumental,Funchal,Funchal,Madeira,5 de Março de 2015,2015,Tiago Pereira,Telma Morna,Rui Camacho,"Secretaria Regional da Economia, Turismo e Cultura da Madeira",,Rui Camacho,,,,
v,1364,Roberto Moritz,Prelúdio em Sol maior de Bach,https://vimeo.com/150694962,1280 x 720,Braguinha,,Não categorizado,Música instrumental,Funchal,Funchal,Madeira,7 de Março de 2015,2015,Tiago Pereira,Telma Morna,Rui Camacho,"Secretaria Regional da Economia, Turismo e Cultura da Madeira",,Rui Camacho,"Lembro-me bem de um depoimento num documentário sobre cavaquinho,, em que alguém dizia que o cavaquinho português era limitado! Pois bem o Braguinha que ainda é mais pequeno, nas mãos de quem sabe que não há limites, faz isto...",,,
v,1365,Helena Silva,Fala sobre os toques de Adufes nas Romarias,https://vimeo.com/221540880,1920 x 1080,"Voz, adufe","cantadeira, tradicional, percussão",Não categorizado,Música secular/festiva/comunidade,Proença-a-Velha,Idanha-a-Nova,Beira Baixa,2 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,Rui Silva,"Em cada local, o Adufe é tocado de forma diferente e a movimentação que faz com ele também muda. Repare-se neste caso em Proença a Velha.",,,
v,1365,Helena Silva,"José, José",https://vimeo.com/152803292,1280 x 720,"Voz, adufe","cantadeira, tradicional, percussão",Não categorizado,Música secular/festiva/comunidade,Proença-a-Velha,Idanha-a-Nova,Beira Baixa,2 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,Rui Silva,"Em cada local, o Adufe é tocado de forma diferente e a movimentação que faz com ele também muda. Repare-se neste caso em Proença a Velha.",,,
v,1366,Rui Silva e José Relvas,Tocam Adufe,https://vimeo.com/152804064,1280 x 720,Adufe,"tocador, construtor, percussão",Não categorizado,Música secular/festiva/comunidade,Idanha-a-Nova,Castelo Branco,Beira Baixa,1 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,Rui Silva,"Dois construtores, duas técnicas diferentes de construção.",,,
v,1367,Bruno Tasanis e José Marques,Meu patrão mandou-me embora,https://vimeo.com/153618598,1280 x 720,"Viola viola campaniça, voz",,Não categorizado,Música narrativa,Alvito,Beja,Baixo Alentejo,30 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,Pedro Mestre,,,,
v,1368,José Marques,Laranjeira,https://vimeo.com/153620262,1280 x 720,"Viola viola campaniça, voz",,Não categorizado,Música narrativa,Alvito,Beja,Baixo Alentejo,30 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,Pedro Mestre,,,,
v,1369,Vozes do Imaginário,Alegria da Criação de José Afonso,https://vimeo.com/221718156,1280 x 720,Voz,,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1369,Vozes do Imaginário,Eu hei-de dar ao Menino,https://vimeo.com/237769448,1280 x 720,Voz,,Não categorizado,Música infantil,Évora,Évora,Alto Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1369,Vozes do Imaginário,Este linho é mourisco,https://vimeo.com/153685568,1280 x 720,Voz,,Não categorizado,Música de trabalho,Évora,Évora,Alto Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1370,Contrabando,Ontem sonhei que sonhava,https://vimeo.com/153688096,1280 x 720,"Viola viola campaniça, voz",,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira,Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,António Bexiga,"Texto de Agostinho da Silva, Música de Henrique Lopes",,,
v,1371,Há lobos sem ser na Serra,João Brandão,https://vimeo.com/237773388,1280 x 720,"Voz, viola campaniça, viola acústica",,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,31 de janeiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,Helena Gomes,,,,,
v,1371,Há lobos sem ser na Serra,Francisco Romão,https://vimeo.com/153746551,1280 x 720,"Voz, melódica",,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,António Bexiga,,,,
v,1372,Gigabombos do Imaginário,Variações sobre ritmos tradicionais (Outro ponto de vista de https://vimeo.com/153804688),https://vimeo.com/221712785,1280 x 720,Bombo,,Não categorizado,Música instrumental,Évora,Évora,Baixo Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1372,Gigabombos do Imaginário,Variações sobre ritmos tradicionais II,https://vimeo.com/237760186,1280 x 720,Bombo,,Não categorizado,Música instrumental,Évora,Évora,Baixo Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1372,Gigabombos do Imaginário,Variações sobre ritmos tradicionais,https://vimeo.com/153804688,1280 x 720,Bombo,,Não categorizado,Música instrumental,Évora,Évora,Baixo Alentejo,31 de Janeiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1373,Bonecos e Campaniça,A mãe,https://vimeo.com/153808765,960 x 540,Viola campaniça,"Viola campaniça, fantoche, marioneta",Não categorizado,Música instrumental,Évora,Évora,Alto Alentejo,1 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,António Bexiga,,,,
v,1374,Bonecos e Campaniça,Ventre,https://vimeo.com/155655633,960 x 540,Viola campaniça,"Viola campaniça, fantoche, marioneta",Não categorizado,Música instrumental,Évora,Évora,Alto Alentejo,1 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,António Bexiga,,,,
v,1374,Sons do Vagar,Estas casas estão bem altas,https://vimeo.com/154033014,1280 x 720,Voz,,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,2 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1375,Cantares de Évora,“Levantou-se o povo inteiro”,https://vimeo.com/238374761,1280 x 720,Voz,,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,3 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1375,Cantares de Évora,Menina estás à janela,https://vimeo.com/154079190,1280 x 720,Voz,,Não categorizado,Música narrativa,Évora,Évora,Alto Alentejo,3 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,,,,,
v,1376,Tiago Pinto,Dona Zéfinha,https://vimeo.com/154155293,1280 x 720,Viola campaniça,,Não categorizado,Música narrativa,Portel,Évora,Alto Alentejo,2 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Évora,,Pedro Mestre,,,,
v,1377,Pedro Mestre e alunos de cante do 4ª AB da Escola Básica de Pias,Eu ia pela rua,https://vimeo.com/154210302,1280 x 720,"Voz, viola campaniça","escola,cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Pedro Mestre,Câmara Municipal de Serpa,,Pedro Mestre,Eu ia pela rua quando ouvi. Ou mais uma bela forma de se ser feliz fazendo o que se gosta! O resto é conversa e de pequenino se faz o cantador e o violeiro.,,,
v,1377,Pedro Mestre e alunos de cante do 4ª AB da Escola Básica de Pias,O gato ferrinho,https://vimeo.com/156740429,1280 x 720,"Voz, viola viola campaniça","escola, tradicional, cante",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Pedro Mestre,Câmara Municipal de Serpa,,Pedro Mestre,,,,
v,1378,Eulálio Alves,Calças de um cabrão,https://vimeo.com/475804841,3840 x 2160,Voz,"Poesia Popular, poeta",Poeta,Poeta,Serpa,Serpa,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1378,Eulálio Alves,Com a política dos partidos,https://vimeo.com/475804435,3840 x 2160,Voz,"Poesia Popular, poeta",Poeta,Poeta,Serpa,Serpa,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1378,Eulálio Alves,Décimas de um velho pastor,https://vimeo.com/238736847,3840 x 2160,Voz,"Poesia Popular, poeta",Poeta,Poeta,Serpa,Serpa,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1378,Eulálio Alves,"Eu sou filho do vinho e neto da aguardente, a cerveja é minha tia e o medronho é meu parente",https://vimeo.com/154243426,3840 x 2160,Voz,"Poesia Popular, poeta",Poeta,Poeta,Serpa,Serpa,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1379,Armando Torrão,Três Espigas,https://vimeo.com/369634541,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Mértola,Beja,Baixo Alentejo,5 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,Da Mina de São Domingos para o mundo! Beleza e Poesia!,,,
v,1379,Armando Torrão,Ó Menina Florentina,https://vimeo.com/369635619,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Mértola,Beja,Baixo Alentejo,5 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,Da Mina de São Domingos para o mundo! Beleza e Poesia!,,,
v,1379,Armando Torrão,Mas que dia tão bonito,https://vimeo.com/154364357,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Mértola,Beja,Baixo Alentejo,5 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,Da Mina de São Domingos para o mundo! Beleza e Poesia!,,,
v,1379,Armando Torrão,Glebas,https://vimeo.com/456165537,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,8 de setembro de 2020,2020,Tiago Pereira,Cristina Enes Garcia,,Câmara Municipal de Serpa,,Armando Torrão,Da Mina de São Domingos para o mundo! Beleza e Poesia!,,,
v,1379,Armando Torrão,Roubei-te um beijo,https://vimeo.com/456138439,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,8 de setembro de 2020,2020,Tiago Pereira,Cristina Enes Garcia,,Câmara Municipal de Serpa,,Armando Torrão,Da Mina de São Domingos para o mundo! Beleza e Poesia!,,,
v,1380,Grupo Coral as Ceifeiras de Pias,Baptista,https://vimeo.com/276852065,1920 x 1080,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,23 de junho de 2018,2018,Tiago Pereira,Marília Laranjeira,,Câmara Municipal de Serpa,,,,,,
v,1380,Grupo Coral as Ceifeiras de Pias,Meu Alentejo querido,https://vimeo.com/244320852,1280 x 720,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,7 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1380,Grupo Coral as Ceifeiras de Pias,O menino de Pias,https://vimeo.com/306800539,1920 x 1080,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,15 de dezembro de 2018,2018,Tiago Pereira,Cristina Enes Garcia,,Câmara Municipal de Serpa,,,,,,
v,1380,Grupo Coral as Ceifeiras de Pias,Lindo ramo verde escuro,https://vimeo.com/289720292,1920 x 1080,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,23 de junho de 2018,2018,Tiago Pereira,Marília Laranjeira,,Câmara Municipal de Serpa,,,,,,
v,1380,Grupo Coral as Ceifeiras de Pias,Mondadeira Alentejana,https://vimeo.com/154733940,1920 x 1080,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,7 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1381,Grupo de cante juvenil de Vila Nova de São Bento,Fui colher uma Romã,https://vimeo.com/154828755,1280 x 720,Voz,"cante, polifonia, escola",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,8 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Pedro Mestre,Câmara Municipal de Serpa,,Pedro Mestre,"Em Maio de 2013 gravei pela primeira vez este grupo, tinham 8, 9 anos, na segunda feira voltei lá, agora têm 11,12. As diferenças são grandes mas o melhor é saber que posso lá voltar daqui a 3 anos, pois o cante já está neles enraizado. E isto não tem a ver só com a maior parte deles terem familiares que cantam em grupos, mas sim o terem a possibilidade de terem cante na escola no terceiro e quarto ano. Todos devíamos ter esta consciência de que a música local de tradição oral devia ser ensinada nas escolas locais. Como na Ilha da Madeira.",,,
v,1382,Manuel Francisco Candeias,Verde Gaio,https://vimeo.com/154859958,1280 x 720,Viola campaniça,,Não categorizado,Música instrumental,Beja,Beja,Baixo Alentejo,9 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,,Pedro Mestre,,,,
v,1383,Os Chocalheiros de Vila Verde Ficalho,Sem título #62,https://vimeo.com/154862742,1280 x 720,Chocalho,chocalheiros,Não categorizado,Música secular/festiva/comunidade,Serpa,Beja,Baixo Alentejo,7 de fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,Helena Gomes,,,,,
v,1384,Romão Moita Mariano,Naquela terra onde o meu pai nasceu,https://vimeo.com/155000322,1280 x 720,Voz,,Não categorizado,Música narrativa,Mértola,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1384,Romão Moita Mariano,Vem ver o Alentejo,https://vimeo.com/475810689,1920 x 1080,Voz,,Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1384,Romão Moita Mariano,Moinhos do Enxóe,https://vimeo.com/476235622,1920 x 1080,Voz,"leitura, récita",Poeta,Poeta,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
